id,titulo,fecha,anio,mes,dia,dia_semana,resumen,contenido,categoria,autor,keywords,url,dominio,fecha_extraccion,imagen_principal,cantidad_imagenes,tiene_imagenes,fuente,longitud_titulo,longitud_resumen,tipo_contenido,created_at
17051,El miércoles 24 de septiembre es feriado no laborable y ellos serán los beneficiados,2025-11-09 18:25:52.870284,2025.0,11.0,9.0,Sunday,El miércoles 24 de septiembre es feriado no laborable y ellos serán los beneficiados. Información completa disponible en el contenido principal.,"Inicio NACIONAL El miércoles 24 de septiembre es feriado no laborable y ellos serán los beneficiados El miércoles 24 de septiembre es feriado no laborable y ellos serán los beneficiados Por Diario Sin Fronteras - 16 septiembre, 2025 - En NACIONAL 703 El próximo miércoles 24 de septiembre será día no laborable en la región Piura, en conmemoración de la festividad de la Virgen de las Mercedes, patrona de las Fuerzas Armadas y figura central en la tradición religiosa de la zona. De acuerdo con la Ley N.  15618, el beneficio aplica exclusivamente para trabajadores y estudiantes de Piura, sin alcance nacional. Esta disposición permite la suspensión de labores en instituciones públicas, privadas y centros educativos, generando un día de descanso ligado a las celebraciones religiosas locales. En otras regiones, como Tacna y Apurímac, también existen feriados propios en septiembre, mientras que a nivel nacional recién se retomarán en octubre con el Combate de Angamos. Comentarios de Facebook También te puede interesar Depósito de CTS: cuándo recibirás el pago y cuál es el plazo para retirarlo Como cada año, los trabajadores del sector privado",Deportes,Desconocido,"miércoles, septiembre, feriado, laborable, ellos",https://diariosinfronteras.com.pe/2025/09/16/el-miercoles-24-de-septiembre-es-feriado-no-laborable-y-ellos-seran-los-beneficiados/,diariosinfronteras.com.pe,2025-11-09 18:25:52.870287,"https://diariosinfronteras.com.pe/wp-content/uploads/2025/09/IMG_20250916_173236_800_x_533_pixel-660x330.jpg, https://diariosinfronteras.com.pe/wp-content/uploads/2020/06/dxt-nav.png",1,True,Sin Fronteras,84,0.0,Noticia,2025-11-09 18:25:52.348684
17050,Foro en Puno reunirá a instituciones y ligas para fortalecer el deporte local,2025-11-09 18:25:52.869841,2025.0,11.0,9.0,Sunday,Foro en Puno reunirá a instituciones y ligas para fortalecer el deporte local. Información completa disponible en el contenido principal.,"Inicio PUNO Foro en Puno reunirá a instituciones y ligas para fortalecer el deporte local Foro en Puno reunirá a instituciones y ligas para fortalecer el deporte local Por Diario Sin Fronteras - 22 días atrás - En PUNO 541 Este lunes 20 de octubre, el Círculo de Periodistas Deportivos del Perú (CPDP)   Filial Puno, realizará el Foro  Deporte puneño 2026 , para fortalecer la práctica deportiva e incentivar la inversión en infraestructura y asistencia técnica desde las entidades públicas. El evento se llevará a cabo en el Auditorio de la Municipalidad Provincial de Puno, desde las 5:00 p.m., y contará con la participación del Consejo Regional del Deporte (CRD IPD Puno), representantes municipales y de distintas ligas deportivas, tanto individuales como colectivas. El presidente del CPDP   Filial Puno, Lic. José Carlos Apaza, destacó que la actividad busca generar propuestas concretas para mejorar el panorama deportivo en la región. La jornada se realiza en el marco del Día del Periodista Peruano, que se celebra cada 20 de octubre, como reconocimiento al trabajo comprometido de los profesionales de la comunicación Comentarios de Facebook También te puede interesar Depósito de CTS: cuándo recibirás el pago y cuál es el plazo para retirarlo Como cada año, los trabajadores del sector privado",Deportes,Desconocido,"foro, puno, reunirá, instituciones, ligas",https://diariosinfronteras.com.pe/2025/10/18/foro-en-puno-reunira-a-instituciones-y-ligas-para-fortalecer-el-deporte-local/,diariosinfronteras.com.pe,2025-11-09 18:25:52.869844,"https://diariosinfronteras.com.pe/wp-content/uploads/2025/10/IMG_20251018_094138_800_x_533_pixel-660x330.jpg, https://diariosinfronteras.com.pe/wp-content/uploads/2020/06/dxt-nav.png",1,True,Sin Fronteras,77,0.0,Noticia,2025-11-09 18:25:52.348684
17027,Yonhy Lescano en Puno:  Se alista un fraude electoral en 2026,2025-11-09 18:25:52.868615,2025.0,11.0,9.0,Sunday,Yonhy Lescano en Puno:  Se alista un fraude electoral en 2026. Información completa disponible en el contenido principal.,"Inicio POLITICA Yonhy Lescano en Puno:  Se alista un fraude electoral en 2026  Yonhy Lescano en Puno:  Se alista un fraude electoral en 2026  Por Diario Sin Fronteras - 13 febrero, 2025 - En POLITICA 807 Yonhy Lescano visitó Puno. El puneño, varias veces congresista por Lima, excandidato presidencial y aspirante nuevamente a dicho cargo con su partido político Verdad y Honradez, Yonhy Lescano, quien además llegó a Puno para participar en la Festividad Virgen de la Candelaria, opinó sobre la coyuntura política del país y sus eventuales adversarios políticos. ADVIERTE FRAUDE ELECTORAL Advirtió que para el año 2026, se alista un fraude político dirigido por los grupos de poder y las mafias que gobiernan el Perú.  Están armando un escenario legal para un fraude y así seguir con esas mafias. O nos jugamos la continuación de esos grupos o nos jugamos la recuperación de la democracia en el país , sostuvo. Añadió que la presidenta Dina Boluarte es el brazo político de Keiko Fujimori, y los que siguen al fujimorismo ya se han incorporado en otros partidos, puso como ejemplo a Philip Butters y Carlos Álvarez.  Ellos van a hacer grupo con la derecha bruta y achorada , dijo. VIZCARRA Y LÓPEZ-CHAU Sobre los políticos que llegaron a Puno por la Festividad Virgen de la Candelaria, entre ellos, el expresidente de la República, Martín Vizcarra, quien aspira nuevamente a dicho cargo con su partido político Perú Primero; y el rector de la Universidad Nacional de Ingeniería (UNI), Alfonso López-Chau, dijo que estos aprovecharon la Festividad para ganar votos.  Yo todos los años le rindo homenaje a la Virgen de la Candelaria en Lima y ahora hemos venido a Puno a saludar a la mamita en su santuario, pero Vizcarra y López-Chau nunca han venido, ellos saben que esta fiesta es asistida con propósitos no de devoción, sino de carácter político , opinó. Además, ratificó su posición y afirmó que el rector de la UNI es aprista. PRESIDENTA MUJER Respecto a las declaraciones de la presidenta Dina Boluarte, quien dijo que en el año 2026 debería ganar las elecciones una presidenta mujer, sabiendo que las únicas aspirantes, al menos en los últimos procesos han sido Keiko Fujimori y Verónika Mendoza, Lescano dijo que esta última no es tan consistente en sus ideas y se deja llevar muy fácilmente, al igual que Indira Huilca, quien figura en la misma línea que Mendoza. Por el contrario, dijo que él si sería una buena opción,  podemos mejorar radicalmente la situación del Perú , afirmó. Comentarios de Facebook También te puede interesar Depósito de CTS: cuándo recibirás el pago y cuál es el plazo para retirarlo Como cada año, los trabajadores del sector privado",Deportes,Desconocido,"yonhy, lescano, puno, alista, fraude",https://diariosinfronteras.com.pe/2025/02/13/yonhy-lescano-en-puno-se-alista-un-fraude-electoral-en-2026/,diariosinfronteras.com.pe,2025-11-09 18:25:52.868618,"https://diariosinfronteras.com.pe/wp-content/uploads/2025/02/476641641_1217215153103162_2264333846741686245_n-660x330.jpg, https://diariosinfronteras.com.pe/wp-content/uploads/2020/06/dxt-nav.png",1,True,Sin Fronteras,61,0.0,Noticia,2025-11-09 18:25:52.348684
17021,Puno: Encuentran cadáver al costado de vía carrozable,2025-11-09 18:25:52.867738,2025.0,11.0,9.0,Sunday,Misteriosa muerte. Los vecinos de la urbanización Juan El Bueno hallaron el cadaver de un infortunado varón al costado de una vía carrozable.,"Inicio PUNO Puno: Encuentran cadáver al costado de vía carrozable Puno: Encuentran cadáver al costado de vía carrozable Por Redacción Diario Sin Fronteras - 1 abril, 2025 - En PUNO 667 Encuentran cadáver al costado de vía carrozable Misteriosa muerte. Los vecinos de la urbanización Juan El Bueno hallaron el cuerpo sin vida de un infortunado varón al costado de una vía carrozable. El descubrimiento ocurrió ayer cerca de las 11:00 a.m., cuando los obreros de construcción de una vivienda de la zona, notaron al hombre inmóvil durante varias horas. HALLAZGO El cadáver fue encontrado entre el pasto del jirón Luis Banchero Rossi y la avenida Industrial, en la salida a Puno. A simple vista, parecía estar dormido, sin imaginar que yacía sin signos vitales. Durante las diligencias, los agentes no hallaron signos evidentes de violencia, por lo que esperan los resultados de la necropsia para determinar la causa del fallecimiento, puesto que se manejan varias hipótesis sobre su muerte. Asimismo, a pocos metros del cuerpo hallaron un documento de identidad a nombre de Gerber Gómez Casilla, de 48 años, quien sería la víctima. Por disposición del Ministerio Público los restos fueron trasladados a la morgue de Juliaca para continuar con las investigaciones. Comentarios de Facebook También te puede interesar Tacna: Mototaxista grave tras impacto con camioneta Gregorio Albarracín. Una camioneta chocó y destrozó un",Otros,Desconocido,"puno, encuentran, cadáver, costado, carrozable",https://diariosinfronteras.com.pe/2025/04/01/puno-encuentran-cadaver-al-costado-de-via-carrozable/,diariosinfronteras.com.pe,2025-11-09 18:25:52.867741,"https://diariosinfronteras.com.pe/wp-content/uploads/2025/04/Misteriosa-muerte.-Los-vecinos-de-la-urbanizacion-Juan-El-Bueno-660x330.jpg, https://diariosinfronteras.com.pe/wp-content/uploads/2020/06/dxt-nav.png",1,True,Sin Fronteras,53,141.0,Noticia,2025-11-09 18:25:52.348684
17020,Puno:  Los Injertos  autores de asalto a un hotel,2025-11-09 18:25:52.867281,2025.0,11.0,9.0,Sunday,"Tras la captura de la banda delincuencial  Los Injertos del Norte  en Juliaca, ocurrido la noche del lunes, la Policía Nacional informó que los tres presuntos asaltantes estarían implicados en el robo perpetrado momentos antes en el hospedaje  Virgen del Carmen , ubicado en la avenida Cahuide.","Inicio PUNO Puno:  Los Injertos  autores de asalto a un hotel Puno:  Los Injertos  autores de asalto a un hotel Por Redacción Diario Sin Fronteras - 4 diciembre, 2024 - En PUNO 907  Los Injertos  autores de asalto a un hotel Tras la captura de la banda delincuencial  Los Injertos del Norte  en Juliaca, ocurrido la noche del lunes, la Policía Nacional informó que los tres presuntos asaltantes estarían implicados en el robo perpetrado momentos antes en el hospedaje  Virgen del Carmen , ubicado en la avenida Cahuide. Los detenidos fueron identificados como Eber Yaresi Ttupa (23), y Julio Dagner Robles Niquín (31), quienes enfrentarán cargos por el presunto delito de robo agravado. Su cómplice, José Augusto Rey Chávez (35), es acusado por uso y porte ilegal de arma de fuego. ASÍ FUE LA CAPTURA Durante el operativo, dirigido por el Grupo Terna PNP de Juliaca, el investigado José Rey arrojó un revólver calibre 38 en el jirón Mariano Melgar, tratando de deshacerse de la evidencia. Mientras tanto, Ttupa y Robles, quienes se desplazaban en una motocicleta sin placa, intentaron huir, pero fueron interceptados tras una persecución que finalizó en el jirón Apurímac. Los tres individuos están con detención preliminar en la carceleta del Areincri PNP hasta determinar su situación. Comentarios de Facebook También te puede interesar Tacna: Mototaxista grave tras impacto con camioneta Gregorio Albarracín. Una camioneta chocó y destrozó un",Judicial,Desconocido,"puno, injertos, autores, asalto, hotel",https://diariosinfronteras.com.pe/2024/12/04/puno-los-injertos-autores-de-asalto-a-un-hotel/,diariosinfronteras.com.pe,2025-11-09 18:25:52.867285,"https://diariosinfronteras.com.pe/wp-content/uploads/2024/12/2.-LOS-INJERTOS-1-660x330.jpg, https://diariosinfronteras.com.pe/wp-content/uploads/2020/06/dxt-nav.png",1,True,Sin Fronteras,49,294.0,Noticia,2025-11-09 18:25:52.348684
17014,Municipio de Puno inicia asfaltado de la Costanera Sur para dinamizar la economía regional,2025-11-09 18:25:52.866428,2025.0,11.0,9.0,Sunday,Municipio de Puno inicia asfaltado de la Costanera Sur para dinamizar la economía regional. Información completa disponible en el contenido principal.,"Inicio PUNO Municipio de Puno inicia asfaltado de la Costanera Sur para dinamizar la economía regional Municipio de Puno inicia asfaltado de la Costanera Sur para dinamizar la economía regional Por Diario Sin Fronteras - 2 octubre, 2024 - En PUNO 518 Inician asfaltado de la Costanera Sur. Con la participación de autoridades, transportistas, comerciantes, vecinos y representantes de la sociedad civil, se dio inicio a la culminación de la importante obra  Mejoramiento y creación de la Av. Costanera Sur y Sureste, tramo: Jr. 7 de Junio al Jr. Miguel Iglesias . Esta infraestructura busca mejorar significativamente la conectividad de la región Puno y macro región sur, contribuyendo al descongestionamiento vehicular que generará un importante movimiento económico. El evento contó con la presencia del alcalde de la Municipalidad Provincial de Puno, Lic. Javier Ponce Roque, quien lideró la ceremonia acompañada por miembros del concejo municipal, entre ellos el Dr. Salvador Hancco Aguilar, la C.D. Norma Paredes Romero, el abogado Jhonatan Guerra Monzón, la señora Dina Soledad Mamani Ramos, el GOT Efraín Colca Borga y el Lic. Rogelio Colque Arazola. Asimismo, participaron importantes funcionarios como el gerente municipal, Dr. Ricardo Álvarez Gonzales; el gerente de Ingeniería Municipal, Ing. Juan Carlos Monzón López; y el gerente de Transportes y Seguridad Vial, Mg. Danny Bueno Guerra, junto al asesor de alcaldía, Dr. Mauricio Rodríguez Rodríguez. Durante su discurso, el alcalde Javier Ponce destacó la relevancia de esta obra, que con una inversión de S  4,093,342.34, representa un paso clave para el desarrollo vial y urbano de la región sur de Puno.  Esta obra no solo permitirá descongestionar el tráfico en la zona sur de la ciudad, sino que también beneficiará directamente a miles de puneños, mejorando su calidad de vida y dinamizando la actividad económica de la región Puno y de los barrios aledaños , señaló la autoridad edil. El ambiente festivo no pasó desapercibido, ya que al término de la ceremonia, vecinos y autoridades participaron en un animado baile, simbolizando la alegría y el optimismo que genera el inicio de esta obra tan anhelada por la comunidad. La Municipalidad Provincial de Puno reafirma así su compromiso de seguir trabajando en la mejora de la infraestructura vial de la ciudad, con el objetivo de construir un Puno más moderno, seguro y ordenado. Comentarios de Facebook También te puede interesar Más de 8,500 jóvenes celebran con alegría y fe la XIII Fiesta Juvenil en Chapi Durante dos días, miles de jóvenes participaron en",Política,Desconocido,"municipio, puno, inicia, asfaltado, costanera",https://diariosinfronteras.com.pe/2024/10/02/municipio-de-puno-inicia-asfaltado-de-la-costanera-sur-para-dinamizar-la-economia-regional/,diariosinfronteras.com.pe,2025-11-09 18:25:52.866432,"https://diariosinfronteras.com.pe/wp-content/uploads/2024/10/WhatsApp-Image-2024-10-02-at-4.46.09-PM-660x330.jpeg, https://diariosinfronteras.com.pe/wp-content/uploads/2020/06/dxt-nav.png",1,True,Sin Fronteras,90,0.0,Noticia,2025-11-09 18:25:52.348684
16989,Se expidieron 787 kits de revocatoria con miras a consulta popular del 2025,2025-11-09 18:25:52.864339,2025.0,11.0,9.0,Sunday,"La Oficina Nacional de Procesos Electorales (ONPE) expidió, hasta el 4 de setiembre del 2024, un total de 787 kits de revocatoria, con miras a la consulta popular de revocatoria fijada para el 8 de junio del 2025.","Inicio NACIONAL Se expidieron 787 kits de revocatoria con miras a consulta popular del 2025 Se expidieron 787 kits de revocatoria con miras a consulta popular del 2025 Por Diario Sin Fronteras - 8 septiembre, 2024 - En NACIONAL 486 Revocadores ya están contra el tiempo para recolectar firmas. La Oficina Nacional de Procesos Electorales (ONPE) expidió, hasta el 4 de setiembre del 2024, un total de 787 kits de revocatoria, con miras a la consulta popular de revocatoria fijada para el 8 de junio del 2025. Del total de kits adquiridos desde el 3 de junio, 37 son de ámbito regional; 103, provincial; y 647, distrital. A nivel de los gobiernos regionales, los kits adquiridos pretenden la revocatoria de autoridades en Amazonas, Áncash, Apurímac, Arequipa, Ayacucho, Callao, Cusco, Huancavelica, Ica, Junín, La Libertad, Lambayeque, Lima, Loreto, Pasco, Piura y Puno. Según el cronograma electoral aprobado por el Jurado Nacional de Elecciones (JNE), el próximo 26 de setiembre será la fecha límite para la adquisición de los kits de revocatoria en la ONPE. La ONPE ha precisado que las listas con las firmas de los adherentes recolectadas por diversos promotores para una misma circunscripción no podrán ser agrupadas, debido a que cada una de estas posee un código único, dado que el trámite es independiente. REVISIÓN DE FIRMAS Una vez que los promotores de una revocatoria reciben el kit electoral deben recolectar las firmas del 25   de los ciudadanos que se encuentran en el padrón electoral de la circunscripción de la autoridad que se pretender revocar. Luego deberá solicitar al Registro Nacional de Identificación y Estado Civil (Reniec) la verificación de las firmas recolectadas. El plazo para hacerlo vencerá el 11 de octubre del 2024. Un vez que el Reniec verifique las firmas, el promotor deberá presentar una solicitud de revocatoria ante la mesa de partes (presencial o virtual ) de la ONPE y se tiene como fecha límite para la entrega el 21 de noviembre del 2024. Comentarios de Facebook También te puede interesar Depósito de CTS: cuándo recibirás el pago y cuál es el plazo para retirarlo Como cada año, los trabajadores del sector privado",Deportes,Desconocido,"expidieron, kits, revocatoria, miras, consulta",https://diariosinfronteras.com.pe/2024/09/08/se-expidieron-787-kits-de-revocatoria-con-miras-a-consulta-popular-del-2025/,diariosinfronteras.com.pe,2025-11-09 18:25:52.864342,"https://diariosinfronteras.com.pe/wp-content/uploads/2024/09/000369273W-660x330.jpg, https://diariosinfronteras.com.pe/wp-content/uploads/2020/06/dxt-nav.png",1,True,Sin Fronteras,75,213.0,Noticia,2025-11-09 18:25:52.348684
17049,Puno: Clausuran locales por operar ilegalmente como cantinas en la avenida costanera,2025-11-09 18:25:52.863593,2025.0,11.0,9.0,Sunday,"En un operativo realizado el lunes 2 de diciembre, la Municipalidad Provincial de Puno sancionó a dos establecimientos por funcionar como cantinas sin autorización en la avenida Costanera.","Inicio PUNO Puno: Clausuran locales por operar ilegalmente como cantinas en la avenida costanera Puno: Clausuran locales por operar ilegalmente como cantinas en la avenida costanera Por Redacción Diario Sin Fronteras - 4 diciembre, 2024 - En PUNO 464 clausuran locales por operar ilegalmente como cantinas en la avenida costanera En un operativo, la Municipalidad Provincial de Puno sancionó a dos establecimientos por funcionar como cantinas sin autorización en la avenida Costanera. El primer local, conocido como  Cataleya  y registrado como un supuesto salón de eventos, fue sorprendido operando como cantina. Durante la inspección, se hallaron personas consumiendo bebidas alcohólicas y se confirmó que no contaba con licencia de funcionamiento. El segundo establecimiento, ubicado cerca del anterior y registrado como bodega, también fue intervenido tras evidenciarse el consumo de alcohol en ambos pisos. En el lugar se encontraron grandes cantidades de cajas de cerveza y licor, en evidente incumplimiento de su licencia. Ambos locales fueron clausurados y sancionados según las ordenanzas municipales. Las autoridades advirtieron que, de no subsanarse las irregularidades, se tomarán medidas más estrictas. La Municipalidad Provincial de Puno reafirma su compromiso con el orden y la seguridad en la ciudad, haciendo un llamado a los comerciantes a respetar las normativas vigentes. Comentarios de Facebook También te puede interesar Tacna: Mototaxista grave tras impacto con camioneta Gregorio Albarracín. Una camioneta chocó y destrozó un",Política,Desconocido,"puno, clausuran, locales, operar, ilegalmente",https://diariosinfronteras.com.pe/2024/12/04/puno-clausuran-locales-por-operar-ilegalmente-como-cantinas-en-la-avenida-costanera/,diariosinfronteras.com.pe,2025-11-09 18:25:52.863595,"https://diariosinfronteras.com.pe/wp-content/uploads/2024/12/WhatsApp-Image-2024-12-04-at-07.41.34-660x330.jpeg, https://diariosinfronteras.com.pe/wp-content/uploads/2020/06/dxt-nav.png",1,True,Sin Fronteras,84,188.0,Noticia,2025-11-09 18:25:52.348684
17048,Tráfico de stands y estafas en plataforma Yanacancha,2025-11-09 18:25:52.863242,2025.0,11.0,9.0,Sunday,Tráfico de stands y estafas en plataforma Yanacancha. Información completa disponible en el contenido principal.,"Inicio PUNO Tráfico de stands y estafas en plataforma Yanacancha Tráfico de stands y estafas en plataforma Yanacancha Por Kevin Moncada Xespe - 26 noviembre, 2020 - En PUNO 983 La policía ayer desalojó a las propietarias de Yanacancha.  Cuidado! Ayer como todos los miércoles, los socios de la Asociación de Comerciantes Señor de los Milagros se reunían para coordinar acciones sobre la instalación de sus stands en la denominada plataforma Yanacancha. Debido a la pandemia las reuniones están prohibidas, por lo que un grupo de policías dispuso que desalojen esos ambientes. Sin embargo, en ese momento se conoció un tremendo problema, que pudo tornarse en feroces enfrentamientos. Marleny Jilapa Pacompía, mostrando su personería jurídica y vigencia de poder, dijo ser la presidenta de la asociación y denunció que dos personas, sin ser los legítimos propietarios ni directivos válidos, habrían vendido unos 150 puestos. La dirigente mostró documentos en donde, efectivamente, Josefa Maquera Valeriano y otros, firman sendos documentos, adjudicando los puestos los años 2011 y 2013, donde no figura como miembro de la directiva. De acuerdo a los testimonios, los lotes de 12.25 metros cuadrados fueron vendidos a la suma de 3 mil soles, aunque se sabe que pagaron ilegalmente, mucho más por ellos. Cuando urdieron estas compraventas, la Asociación Señor de los Milagros, denunció por estafa, administración fraudulenta y otros delitos, a Isidro Ticona Quispe, Judith Cordova Calizaya, entre otros. El 9 de julio de 2015, el Tercer Juzgado Unipersonal de Puno, sentenció a estas personas por estafa genérica y les impuso 3 años de pena privativa así como la devolución de 61 mil 300 soles por dichas transacciones y el pago de una reparación de 60 mil soles para que se pague de manera solidaria a favor de la mencionada asociación. La entonces denunciante era precisamente Marleny Jilapa Pacompía, quien hoy es presidenta. Ella advirtió a los comerciantes que no se dejen sorprender por cuanto perderán el dinero en estafas, como las ocurridas años atrás. La dirigente admitió que actualmente hay algunas personas que incautas compraron sus stands, que han construido y vienen construyendo. Sostuvo que existe en giro una denuncia que terminará en desalojo. Jilapa Pacompía culpó a la Municipalidad Provincial de Puno (MPP) por no clarificar este problema y negociar con seudodirigentes.  Es el colmo, hasta la Policía apareció de la nada, las personas estafadas los trajeron. No hemos querido enfrentarnos, por eso nos retiramos. Deben saber que vamos a defender Yanacancha con nuestra vida , enfatizó. Comentarios de Facebook También te puede interesar Candidatos ofrecen cosas imposibles En el último debate electoral, organizado por el",Judicial,Desconocido,"tráfico, stands, estafas, plataforma, yanacancha",https://diariosinfronteras.com.pe/2020/11/26/trafico-de-stands-y-estafas-en-plataforma-yanacancha/,diariosinfronteras.com.pe,2025-11-09 18:25:52.863244,"https://diariosinfronteras.com.pe/wp-content/uploads/2020/11/abridora-424c66e6.jpg, https://diariosinfronteras.com.pe/wp-content/uploads/2020/06/dxt-nav.png",1,True,Sin Fronteras,52,0.0,Noticia,2025-11-09 18:25:52.348684
17047,Uso excesivo de pantallas eleva riesgo de depresión juvenil,2025-11-09 18:25:52.862905,2025.0,11.0,9.0,Sunday,Un estudio del Instituto Nacional de Salud Mental revela que usar pantallas más de cinco horas al día eleva 450  el riesgo de depresión en adolescentes.,"Inicio NACIONAL Uso excesivo de pantallas eleva riesgo de depresión juvenil Uso excesivo de pantallas eleva riesgo de depresión juvenil Por Diario Sin Fronteras - 35 mins atrás - En NACIONAL 48 El uso excesivo de pantallas aumenta en 450  el riesgo de depresión en adolescentes, según una investigación del Instituto Nacional de Salud Mental  Honorio Delgado   Hideyo Noguchi  (INSM  HD-HN ). El hallazgo fue presentado en el primer número del boletín digital  Salud Mental Hoy , donde especialistas advirtieron sobre los efectos del tiempo prolongado frente a dispositivos electrónicos en el bienestar emocional y físico de los jóvenes. El estudio, liderado por el doctor Alfredo Saavedra Castillo, señala que los adolescentes que pasan más de cinco horas diarias frente a pantallas presentan mayores síntomas depresivos, ansiedad, irritabilidad y aislamiento social. Comentarios de Facebook También te puede interesar Castilla: prisión preventiva por abuso a menor en Halloween El Poder Judicial dictó siete meses de prisión",Judicial,Desconocido,"excesivo, pantallas, eleva, riesgo, depresión",https://diariosinfronteras.com.pe/2025/11/09/uso-excesivo-pantallas-aumenta-riesgo-depresion-adolescentes-insm/,diariosinfronteras.com.pe,2025-11-09 18:25:52.862907,"https://diariosinfronteras.com.pe/wp-content/uploads/2025/11/images-75-660x330.jpeg, https://diariosinfronteras.com.pe/wp-content/uploads/2020/06/dxt-nav.png",1,True,Sin Fronteras,59,152.0,Noticia,2025-11-09 18:25:52.348684
17046,Gobierno Regional de Puno minimiza emergencia por lluvias en Sandia,2025-11-09 18:25:52.862436,2025.0,11.0,9.0,Sunday,Gobierno Regional de Puno minimiza emergencia por lluvias en Sandia. Información completa disponible en el contenido principal.,"Inicio PUNO Gobierno Regional de Puno minimiza emergencia por lluvias en Sandia Gobierno Regional de Puno minimiza emergencia por lluvias en Sandia Por Diario Sin Fronteras - 13 marzo, 2025 - En PUNO 1042 Indiferencia política agrava la crisis en la selva puneña. La crisis vial en la provincia de Sandia ha dejado al descubierto la indiferencia y falta de liderazgo del gobernador regional de Puno, Richard Hancco Soncco. Mientras cientos de ciudadanos arriesgan sus vidas cruzando puentes improvisados con troncos y sorteando derrumbes, el gobernador ha optado por minimizar la gravedad de la situación, generando indignación en la población. Pese a que la mayoría de las vías en Sandia están colapsadas o en riesgo de destrucción, para Hancco  la situación sería menos grave , restando importancia a una emergencia que ya ha dejado incomunicados a miles de ciudadanos en la selva puneña. Su postura refleja, según críticos, una preocupante desconexión con la realidad que afrontan los habitantes de esta zona.  RESTA IMPORTANCIA? Lejos de priorizar la atención en esta región aislada, Hancco sostuvo que  hay emergencias más lamentables en otros lugares . Además, en una declaración en la ciudad de Juliaca que ha desatado polémica, afirmó textualmente que  si es muy, muy grave el asunto, vamos a pedir puente aéreo , dando a entender que su estrategia frente a la crisis es meramente reactiva y no preventiva.  Estamos trabajando en restablecer la carretera ( ), se están enviando documentos a oficinas , atinó a decir ante cuestionamientos de la prensa. Mientras tanto, las consecuencias del aislamiento se agravan, la falta de energía eléctrica, la interrupción de vías de comunicación y el desabastecimiento de alimentos incrementan el riesgo para miles de ciudadanos. Esta situación, que ya se perfila como una catástrofe humanitaria, parece no inquietar al gobernador.  NEGLIGENCIA? Como presidente de la plataforma regional de Defensa Civil, Hancco también señaló que recién se evaluará la magnitud de la emergencia, pese a que las evidencias del colapso vial y las comunidades aisladas demuestran que la situación es crítica. La demora en la toma de decisiones es duramente criticada por diversos sectores políticos quienes acusan al gobernador de negligencia y desinterés. Comentarios de Facebook También te puede interesar Depósito de CTS: cuándo recibirás el pago y cuál es el plazo para retirarlo Como cada año, los trabajadores del sector privado",Política,Desconocido,"gobierno, regional, puno, minimiza, emergencia",https://diariosinfronteras.com.pe/2025/03/13/gobierno-regional-de-puno-minimiza-emergencia-por-lluvias-en-sandia/,diariosinfronteras.com.pe,2025-11-09 18:25:52.862439,"https://diariosinfronteras.com.pe/wp-content/uploads/2025/03/abri-2-660x330.jpg, https://diariosinfronteras.com.pe/wp-content/uploads/2020/06/dxt-nav.png",1,True,Sin Fronteras,67,0.0,Noticia,2025-11-09 18:25:52.348684
