titulo,fecha,hora,resumen,contenido,categoria,autor,tags,url,fecha_extraccion,imagenes,fuente,created_at,caracteres_contenido,palabras_contenido
Juliaca: Delincuentes roban vehículo en la Subida de Apacheta,,,"Siete delincuentes fuertemente armados asaltan vivienda en el sector de la salida a Arequipa			




			8 julio, 2025","Siete delincuentes fuertemente armados asaltan vivienda en el sector de la salida a Arequipa			




			8 julio, 2025",,,,https://punonoticias.pe/delincuentes-roban-vehiculo-juliaca/,2025-09-17 16:21:36,"https://punonoticias.pe/wp-content/uploads/2025/07/517148797_1249118717009185_9062804291100011760_n-300x168.jpg, https://punonoticias.pe/wp-content/uploads/2024/10/464242878_1060235715897487_1366997361041730606_n-300x169.jpg",Puno Noticias,2025-09-17 16:21:36,116,17
Favorite fashion bloggers’ Podcasts in 2022,,,"Municipio de San Román clausura cantinas ilegales y licorería cerca del hospital Carlos Monge Medrano			




			28 agosto, 2024","Municipio de San Román clausura cantinas ilegales y licorería cerca del hospital Carlos Monge Medrano			




			28 agosto, 2024",,,,https://punonoticias.pe/favorite-fashion-bloggers-podcasts-in-2022/,2025-09-17 16:21:38,"https://punonoticias.pe/wp-content/uploads/2024/08/457100594_903016271867690_6033807876687042105_n-300x200.jpg, https://punonoticias.pe/wp-content/uploads/2024/10/464391539_1060244472563278_3258311975674989060_n-300x225.jpg",Puno Noticias,2025-09-17 16:21:38,127,18
Cascos azules permanecerán en la frontera entre Líbano e Israel pese a los ataques,,,"Goleadores de COPA PERÚ: Uscamayta se destaca en la cima			




			24 octubre, 2024","Goleadores de COPA PERÚ: Uscamayta se destaca en la cima			




			24 octubre, 2024",,,,https://punonoticias.pe/cascos-azules-permanecen-frontera-libano-israel/,2025-09-17 16:21:40,"https://punonoticias.pe/wp-content/uploads/2024/10/464330478_927407952767196_8520293722278963400_n-300x300.jpg, https://punonoticias.pe/wp-content/uploads/2024/11/465729870_1069381501649575_8915033966664499563_n-300x169.jpg",Puno Noticias,2025-09-17 16:21:40,83,13
Perú vs. Uruguay: Alineaciones confirmadas para el duelo clave de las Eliminatorias 2026,,,"Inicio del Juicio Oral del Caso Cócteles: Keiko Fujimori Enfrenta Acusaciones			




			26 enero, 2024","Inicio del Juicio Oral del Caso Cócteles: Keiko Fujimori Enfrenta Acusaciones			




			26 enero, 2024",,,,https://punonoticias.pe/alineacion-peru-vs-uruguay-eliminatorias-2026/,2025-09-17 16:21:41,"https://punonoticias.pe/wp-content/uploads/2024/01/keiko-fujimori-300x194.jpg, https://punonoticias.pe/wp-content/uploads/2024/11/465763452_1069383304982728_1119216241365345330_n-300x177.jpg",Puno Noticias,2025-09-17 16:21:41,102,14
Campaña de sensibilización ambiental en Puno busca proteger la Bahía y el Lago Titicaca en escuelas,,,"Maduro pide a los “milicianos” indígenas estar “bien armados” para defender “la paz”			




			12 octubre, 2024","Maduro pide a los “milicianos” indígenas estar “bien armados” para defender “la paz”			




			12 octubre, 2024",,,,https://punonoticias.pe/campana-sensibilizacion-ambiental-puno-lago-titicaca/,2025-09-17 16:21:42,"https://punonoticias.pe/wp-content/uploads/2024/10/nicolas-maduro-300x200.jpg, https://punonoticias.pe/wp-content/uploads/2024/10/464389347_1060217822565943_8832570889195979962_n-300x226.jpg",Puno Noticias,2025-09-17 16:21:42,111,16
Operativo inopinado en la frontera Perú – Bolivia para prevenir la caza furtiva de vicuñas,,,"Alianza Lima y Universitario podrían tener partidos en señal abierta la próxima temporada			




			11 octubre, 2024","Alianza Lima y Universitario podrían tener partidos en señal abierta la próxima temporada			




			11 octubre, 2024",,,,https://punonoticias.pe/operativo-prevencion-caza-furtiva-vicunas-peru-bolivia/,2025-09-17 16:21:44,"https://punonoticias.pe/wp-content/uploads/2024/10/462160484_1076275887841150_1879914696322837522_n-300x200.jpg, https://punonoticias.pe/wp-content/uploads/2024/11/465662378_1069386184982440_1215384683518247305_n-300x225.jpg",Puno Noticias,2025-09-17 16:21:44,116,16
Directiva ralentiza ejecución presupuestal en el Gobierno Regional de Puno,,,"Candidato al Colegio de Ingenieros de Puno promete fiscalizar gestiones anteriores y mejorar la participación técnica en la región			




			23 octubre, 2024","Candidato al Colegio de Ingenieros de Puno promete fiscalizar gestiones anteriores y mejorar la participación técnica en la región			




			23 octubre, 2024",,,,https://punonoticias.pe/normativa-ralentiza-ejecucion-presupuestal-gore-puno/,2025-09-17 16:21:46,"https://punonoticias.pe/wp-content/uploads/2024/10/464329318_1060218295899229_6725967903220297495_n-300x226.jpg, https://punonoticias.pe/wp-content/uploads/2024/10/biper-300x170.jpg",Puno Noticias,2025-09-17 16:21:46,157,22
Top 5 Jewels To Upgrade Your Photoshoot Look,,,"Candidato al Colegio de Ingenieros de Puno promete fiscalizar gestiones anteriores y mejorar la participación técnica en la región			




			23 octubre, 2024","Candidato al Colegio de Ingenieros de Puno promete fiscalizar gestiones anteriores y mejorar la participación técnica en la región			




			23 octubre, 2024",,,,https://punonoticias.pe/top-5-jewels-to-upgrade-your-photoshoot-look/,2025-09-17 16:21:47,"https://punonoticias.pe/wp-content/uploads/2024/10/464329318_1060218295899229_6725967903220297495_n-300x226.jpg, https://punonoticias.pe/wp-content/uploads/2024/10/272205853_486512026170261_5571336276157265636_n-300x200.jpg",Puno Noticias,2025-09-17 16:21:47,157,22
Congreso promulga Nuevo Código Procesal Constitucional con cambios en el Tribunal Constitucional,,,"Petro ordena bombardeos contra disidentes de las FARC tras ataque con drones			




			12 octubre, 2024","Petro ordena bombardeos contra disidentes de las FARC tras ataque con drones			




			12 octubre, 2024",,,,https://punonoticias.pe/nuevo-codigo-procesal-constitucional-peru/,2025-09-17 16:21:49,"https://punonoticias.pe/wp-content/uploads/2024/10/gustavo-petro-300x200.jpg, https://punonoticias.pe/wp-content/uploads/2024/11/465713858_1069387024982356_1263863631776830126_n-1-300x183.jpg",Puno Noticias,2025-09-17 16:21:49,103,15
Puno - Puno Noticias,,,"Suspenden atención en diversas áreas del Hospital Carlos Monge Medrano debido a la falta de agua potable			




			8 julio, 2025","Suspenden atención en diversas áreas del Hospital Carlos Monge Medrano debido a la falta de agua potable			




			8 julio, 2025",,,,https://punonoticias.pe/puno/,2025-09-17 16:21:51,"https://punonoticias.pe/wp-content/uploads/2025/07/518182513_1249119103675813_5791256136853123699_n.jpg, https://punonoticias.pe/wp-content/uploads/2025/07/Hospital-Carlos-Monge-Medrano-Juliaca-768x435.jpg",Puno Noticias,2025-09-17 16:21:51,128,20
Inicio del Juicio Oral del Caso Cócteles: Keiko Fujimori Enfrenta Acusaciones,,,"Declaran tres días no laborables en noviembre 2024 en Perú: conoce cuándo será, qué se celebra y cuánto te pagarán			




			11 octubre, 2024","Declaran tres días no laborables en noviembre 2024 en Perú: conoce cuándo será, qué se celebra y cuánto te pagarán			




			11 octubre, 2024",,,,https://punonoticias.pe/inicio-juicio-oral-caso-cocteles-keiko-fujimori/,2025-09-17 16:21:53,"https://punonoticias.pe/wp-content/uploads/2024/10/feriados-300x169.jpg, https://punonoticias.pe/wp-content/uploads/2024/11/462743655_1092953788859945_119915264087360954_n-300x200.jpg",Puno Noticias,2025-09-17 16:21:53,141,23
Bolivia refuerza control militar en Desaguadero para combatir el contrabando de alimentos,,,"Desfile cívico-militar celebra el 98° aniversario de la Provincia de San Román en Juliaca			




			23 octubre, 2024","Desfile cívico-militar celebra el 98° aniversario de la Provincia de San Román en Juliaca			




			23 octubre, 2024",,,,https://punonoticias.pe/bolivia-refuerza-control-militar-en-desaguadero-para-combatir-contrabando/,2025-09-17 16:21:54,"https://punonoticias.pe/wp-content/uploads/2024/10/464411561_1060216609232731_2387538404152953611_n-300x200.jpg, https://punonoticias.pe/wp-content/uploads/2024/10/gareca-01-300x170.jpg",Puno Noticias,2025-09-17 16:21:54,116,17
Massimo Sandi se une a los Diablos Rojos de Juliaca para la Copa Perú,,,"Alianza Lima anuncia la salida de Gonzalo Aguirre a días del final del Torneo Apertura 2025			




			8 julio, 2025","Alianza Lima anuncia la salida de Gonzalo Aguirre a días del final del Torneo Apertura 2025			




			8 julio, 2025",,,,https://punonoticias.pe/massimo-sandi-diablos-rojos-juliaca/,2025-09-17 16:21:56,"https://punonoticias.pe/wp-content/uploads/2025/07/Alianza-Lima-240x300.jpeg, https://punonoticias.pe/wp-content/uploads/2024/10/toledo-300x189.jpg",Puno Noticias,2025-09-17 16:21:56,115,19
Presidente de la ANFP ratifica a Ricardo Gareca tras derrota de Chile ante Brasil por Eliminatorias,,,"Operativo inopinado en la frontera Perú – Bolivia para prevenir la caza furtiva de vicuñas			




			11 octubre, 2024","Operativo inopinado en la frontera Perú – Bolivia para prevenir la caza furtiva de vicuñas			




			11 octubre, 2024",,,,https://punonoticias.pe/presidente-anfp-ratifica-ricardo-gareca-chile/,2025-09-17 16:21:58,"https://punonoticias.pe/wp-content/uploads/2024/10/462743790_1050946210159771_8065425647590098445_n-300x175.jpg, https://punonoticias.pe/wp-content/uploads/2025/07/moto-300x174.jpg",Puno Noticias,2025-09-17 16:21:58,117,18
Impresionante escenificación de la salida de Manco Cápac y Mama Ocllo en Puno,,,"Produce impulsa el desarrollo de microempresarios con talleres virtuales y presenciales			




			23 octubre, 2024","Produce impulsa el desarrollo de microempresarios con talleres virtuales y presenciales			




			23 octubre, 2024",,,,https://punonoticias.pe/escenificacion-salida-manco-capac-mama-ocllo-puno/,2025-09-17 16:22:00,"https://punonoticias.pe/wp-content/uploads/2024/10/464242878_1060235715897487_1366997361041730606_n-300x169.jpg, https://punonoticias.pe/wp-content/uploads/2024/11/460137676_991848819648871_6225203245522019468_n-300x200.jpg",Puno Noticias,2025-09-17 16:22:00,114,14
"Declaran tres días no laborables en noviembre 2024 en Perú: conoce cuándo será, qué se celebra y cuánto te pagarán",,,"Internos del penal de Juliaca elaboran más de 60 mil coronas para la feria “Cárceles Productivas”			




			23 octubre, 2024","Internos del penal de Juliaca elaboran más de 60 mil coronas para la feria “Cárceles Productivas”			




			23 octubre, 2024",,,,https://punonoticias.pe/tres-dias-no-laborables-noviembre-2024-peru/,2025-09-17 16:22:02,"https://punonoticias.pe/wp-content/uploads/2024/10/464389347_1060217822565943_8832570889195979962_n-300x226.jpg, https://punonoticias.pe/wp-content/uploads/2025/07/Alianza-Lima-240x300.jpeg",Puno Noticias,2025-09-17 16:22:02,124,19
Habitantes de Hiroshima ven un recordatorio importante en el Nobel de la Paz,,,"Internos del penal de Juliaca elaboran más de 60 mil coronas para la feria “Cárceles Productivas”			




			23 octubre, 2024","Internos del penal de Juliaca elaboran más de 60 mil coronas para la feria “Cárceles Productivas”			




			23 octubre, 2024",,,,https://punonoticias.pe/habitantes-de-hiroshima-ven-un-recordatorio-importante-en-el-nobel-de-la-paz/,2025-09-17 16:22:04,"https://punonoticias.pe/wp-content/uploads/2024/10/464389347_1060217822565943_8832570889195979962_n-300x226.jpg, https://punonoticias.pe/wp-content/uploads/2024/11/Encuentran-camioneta-que-fue-reportada-como-robada-en-Puno-300x171.jpg",Puno Noticias,2025-09-17 16:22:04,124,19
Madre de familia pide ayuda urgente para enfrentar extraña enfermedad,,,"Operativo inopinado en la frontera Perú – Bolivia para prevenir la caza furtiva de vicuñas			




			11 octubre, 2024","Operativo inopinado en la frontera Perú – Bolivia para prevenir la caza furtiva de vicuñas			




			11 octubre, 2024",,,,https://punonoticias.pe/madre-pide-ayuda-enfermedad-santa-catalina/,2025-09-17 16:22:06,"https://punonoticias.pe/wp-content/uploads/2024/10/462743790_1050946210159771_8065425647590098445_n-300x175.jpg, https://punonoticias.pe/wp-content/uploads/2025/07/moto-300x174.jpg",Puno Noticias,2025-09-17 16:22:06,117,18
Nacional - Puno Noticias,,,"Congreso promulga Nuevo Código Procesal Constitucional con cambios en el Tribunal Constitucional			




			5 noviembre, 2024","Congreso promulga Nuevo Código Procesal Constitucional con cambios en el Tribunal Constitucional			




			5 noviembre, 2024",,,,https://punonoticias.pe/nacional/,2025-09-17 16:22:07,"https://punonoticias.pe/wp-content/uploads/2024/11/460137676_991848819648871_6225203245522019468_n-1024x682.jpg, https://punonoticias.pe/wp-content/uploads/2024/11/465768280_18469368790053488_6711065373174417287_n-768x512.jpg",Puno Noticias,2025-09-17 16:22:07,124,15
Antamina lanza nueva convocatoria de trabajo en octubre 2024 con altos sueldos: ¡Postula ahora!,,,"Irán prohíbe bíperes y walkie-talkies en vuelos tras las explosiones en Líbano			




			12 octubre, 2024","Irán prohíbe bíperes y walkie-talkies en vuelos tras las explosiones en Líbano			




			12 octubre, 2024",,,,https://punonoticias.pe/convocatoria-trabajo-antamina-octubre-2024/,2025-09-17 16:22:09,"https://punonoticias.pe/wp-content/uploads/2024/10/biper-300x170.jpg, https://punonoticias.pe/wp-content/uploads/2024/08/457324312_833708262247518_3010605463689563895_n-300x200.jpg",Puno Noticias,2025-09-17 16:22:09,105,15
Alianza Lima anuncia la salida de Gonzalo Aguirre a días del final del Torneo Apertura 2025,,,"Alianza Lima y Universitario podrían tener partidos en señal abierta la próxima temporada			




			11 octubre, 2024","Alianza Lima y Universitario podrían tener partidos en señal abierta la próxima temporada			




			11 octubre, 2024",,,,https://punonoticias.pe/salida-gonzalo-aguirre-alianza-lima/,2025-09-17 16:22:11,"https://punonoticias.pe/wp-content/uploads/2024/10/462160484_1076275887841150_1879914696322837522_n-300x200.jpg, https://punonoticias.pe/wp-content/uploads/2024/10/462743790_1050946210159771_8065425647590098445_n-300x175.jpg",Puno Noticias,2025-09-17 16:22:11,116,16
Portada - Puno Noticias,,,"Puno



				Suspenden atención en diversas áreas del Hospital Carlos Monge Medrano debido a la falta de agua potable			




			8 julio, 2025","Puno



				Suspenden atención en diversas áreas del Hospital Carlos Monge Medrano debido a la falta de agua potable			




			8 julio, 2025",,,,https://punonoticias.pe/page/4/,2025-09-17 16:22:12,"https://punonoticias.pe/wp-content/uploads/2025/07/518182513_1249119103675813_5791256136853123699_n-768x430.jpg, https://punonoticias.pe/wp-content/uploads/2025/07/Hospital-Carlos-Monge-Medrano-Juliaca-768x435.jpg",Puno Noticias,2025-09-17 16:22:12,140,21
Caso Interoceánica Sur: Fiscal José Domingo Pérez estima que sentencia contra Alejandro Toledo se conocerá en dos semanas,,,"Madre de familia pide ayuda urgente para enfrentar extraña enfermedad			




			23 octubre, 2024","Madre de familia pide ayuda urgente para enfrentar extraña enfermedad			




			23 octubre, 2024",,,,https://punonoticias.pe/sentencia-alejandro-toledo-caso-interoceanica/,2025-09-17 16:22:14,"https://punonoticias.pe/wp-content/uploads/2024/10/464328238_1060217585899300_864334323803023676_n-300x226.jpg, https://punonoticias.pe/wp-content/uploads/2024/01/Puno-Minsa-supervisa-operatividad-de-diferentes-establecimientos-de-salud-en-Yunguyo-2-300x169.jpeg",Puno Noticias,2025-09-17 16:22:14,96,13
Roban moto lineal frente a Caja Huancayo en barrio San José de Juliaca,,,"Trump lidera con 99 votos electorales frente a 27 de Harris en las elecciones de EE.UU., según proyecciones			




			5 noviembre, 2024","Trump lidera con 99 votos electorales frente a 27 de Harris en las elecciones de EE.UU., según proyecciones			




			5 noviembre, 2024",,,,https://punonoticias.pe/robo-moto-lineal-caja-huancayo-san-jose-puno/,2025-09-17 16:22:15,"https://punonoticias.pe/wp-content/uploads/2024/11/464720996_9041186569279273_7987910443585981300_n-300x169.jpg, https://punonoticias.pe/wp-content/uploads/2022/02/pexels-ari-roberts-9637587-300x200.jpg",Puno Noticias,2025-09-17 16:22:15,135,21
Rafael Nadal anuncia su retiro del tenis profesional a los 38 años: “Mil gracias a todos”,,,"Personal del Centro de Salud Cono Sur en Juliaca rechaza cambio de director			




			5 noviembre, 2024","Personal del Centro de Salud Cono Sur en Juliaca rechaza cambio de director			




			5 noviembre, 2024",,,,https://punonoticias.pe/rafael-nadal-retiro-tenis/,2025-09-17 16:22:17,"https://punonoticias.pe/wp-content/uploads/2024/11/465926926_1069381731649552_8812607239695743488_n-300x169.jpg, https://punonoticias.pe/wp-content/uploads/2024/11/465662378_1069386184982440_1215384683518247305_n-300x225.jpg",Puno Noticias,2025-09-17 16:22:17,103,16
Azángaro: Dictan 09 meses de prisión preventiva en contra sujeto acusado de abusar sexualmente a una menor de edad,,,"Alcalde de San Román exige renovar licenciamiento de la UANCV con nuevos actores para cautelar bienes municipales			




			28 agosto, 2024","Alcalde de San Román exige renovar licenciamiento de la UANCV con nuevos actores para cautelar bienes municipales			




			28 agosto, 2024",,,,https://punonoticias.pe/azangaro-violacion-menor-prision-preventiva/,2025-09-17 16:22:19,"https://punonoticias.pe/wp-content/uploads/2024/08/457313944_902966598539324_3958387796226303952_n-300x200.jpg, https://punonoticias.pe/wp-content/uploads/2025/05/Muro-de-adobe-en-Huancane-300x225.jpg",Puno Noticias,2025-09-17 16:22:19,139,20
Allegados del alcalde de Caracoto agreden a periodistas para evitar declaraciones sobre conflicto de terrenos,,,"Petro ordena bombardeos contra disidentes de las FARC tras ataque con drones			




			12 octubre, 2024","Petro ordena bombardeos contra disidentes de las FARC tras ataque con drones			




			12 octubre, 2024",,,,https://punonoticias.pe/agresion-prensa-alcalde-caracoto/,2025-09-17 16:22:20,"https://punonoticias.pe/wp-content/uploads/2024/10/gustavo-petro-300x200.jpg, https://punonoticias.pe/wp-content/uploads/2024/01/keiko-fujimori-300x194.jpg",Puno Noticias,2025-09-17 16:22:20,103,15
UGEL San Román organiza el “Concurso Digital 2024” para fomentar el uso de herramientas tecnológicas en escolares,,,"Baja cobertura en vacunación infantil contra el sarampión en San Román, Juliaca			




			5 noviembre, 2024","Baja cobertura en vacunación infantil contra el sarampión en San Román, Juliaca			




			5 noviembre, 2024",,,,https://punonoticias.pe/ugel-san-roman-concurso-digital-2024/,2025-09-17 16:22:22,"https://punonoticias.pe/wp-content/uploads/2024/11/465729870_1069381501649575_8915033966664499563_n-300x169.jpg, https://punonoticias.pe/wp-content/uploads/2022/02/pexels-ari-roberts-9637587-300x200.jpg",Puno Noticias,2025-09-17 16:22:22,107,15
Hallan cuerpo sin vida de un joven en la Laguna Confinada de Puno,,,"Produce impulsa el desarrollo de microempresarios con talleres virtuales y presenciales			




			23 octubre, 2024","Produce impulsa el desarrollo de microempresarios con talleres virtuales y presenciales			




			23 octubre, 2024",,,,https://punonoticias.pe/hallan-cuerpo-sin-vida-en-laguna-confinada-de-puno/,2025-09-17 16:22:24,"https://punonoticias.pe/wp-content/uploads/2024/10/464242878_1060235715897487_1366997361041730606_n-300x169.jpg, https://punonoticias.pe/wp-content/uploads/2025/07/Hospital-Carlos-Monge-Medrano-Juliaca-300x170.jpg",Puno Noticias,2025-09-17 16:22:24,114,14
